id,title,has_explanation_evaluation,has_significance_testing,is_xai_interpretable,main_venue_match
zhou-etal-2024-enhancing-explainable,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,False,False,True,ACL
qiu-etal-2024-paircfr,{P}air{CFR}: Enhancing Model Training on Paired Counterfactually Augmented Data through Contrastive Learning,False,False,False,ACL
ku-etal-2024-viescore,{VIES}core: Towards Explainable Metrics for Conditional Image Synthesis Evaluation,True,False,True,ACL
zhao-etal-2024-tapera,{T}a{PERA}: Enhancing Faithfulness and Interpretability in Long-Form Table {QA} by Content Planning and Execution-based Reasoning,True,False,True,ACL
ke-etal-2024-critiquellm,{C}ritique{LLM}: Towards an Informative Critique Generation Model for Evaluation of Large Language Model Generation,False,False,False,ACL
tian-etal-2024-bridging,Bridging Word-Pair and Token-Level Metaphor Detection with Explainable Domain Mining,False,False,True,ACL
xu-etal-2024-faithful,Faithful Logical Reasoning via Symbolic Chain-of-Thought,True,False,True,ACL
zhang-etal-2024-escot,{ESC}o{T}: Towards Interpretable Emotional Support Dialogue Systems,True,False,True,ACL
ramos-etal-2024-transparent,Transparent and Scrutable Recommendations Using Natural Language User Profiles,True,False,True,ACL
arora-etal-2024-causalgym,{C}ausal{G}ym: Benchmarking causal interpretability methods on linguistic tasks,True,False,True,ACL
deng-etal-2024-webcites,{W}eb{C}ite{S}: Attributed Query-Focused Summarization on {C}hinese Web Search Results with Citations,True,False,True,ACL
saakyan-muresan-2024-iclef,{ICLEF}: In-Context Learning with Expert Feedback for Explainable Style Transfer,True,False,True,ACL
shao-etal-2023-erasure,Erasure of Unaligned Attributes from Neural Representations,False,False,False,TACL
wu-etal-2023-transparency,Transparency Helps Reveal When Language Models Learn Meaning,False,False,False,TACL
zhang-etal-2023-macsum,{MACS}um: Controllable Summarization with Mixed Attributes,False,False,False,TACL
stengel-eskin-van-durme-2023-calibrated,Calibrated Interpretation: Confidence Estimation in Semantic Parsing,False,False,False,TACL
wu-etal-2023-recogs,{R}e{COGS}: How Incidental Details of a Logical Form Overshadow an Evaluation of Semantic Interpretation,False,False,False,TACL
fang-etal-2023-say,"It{'}s not only What You Say, It{'}s also Who It{'}s Said to: Counterfactual Analysis of Interactive Behavior in the Courtroom",False,False,False,AACL/IJCNLP
lyu-etal-2023-faithful,Faithful Chain-of-Thought Reasoning,False,False,False,AACL/IJCNLP
tyo-etal-2023-valla,Valla: Standardizing and Benchmarking Authorship Attribution and Verification Through Empirical Evaluation and Comparative Analysis,False,False,False,AACL/IJCNLP
tonni-dras-2023-learned,What Learned Representations and Influence Functions Can Tell Us About Adversarial Examples,False,False,False,Findings
balashankar-etal-2023-improving,Improving Classifier Robustness through Active Generative Counterfactual Data Augmentation,False,False,False,Findings
chun-etal-2023-cr,{CR}-{COPEC}: Causal Rationale of Corporate Performance Changes to learn from Financial Reports,False,False,False,Findings
ryu-2023-plausibility,Plausibility Processing in Transformer Language Models: Focusing on the Role of Attention Heads in {GPT},True,False,True,Findings
lin-etal-2023-counterfactual,Counterfactual Augmentation for Multimodal Learning Under Presentation Bias,False,False,False,Findings
hu-etal-2023-adapter,Adapter-{TST}: A Parameter Efficient Method for Multiple-Attribute Text Style Transfer,False,False,False,Findings
du-etal-2023-make,Make Your Decision Convincing! A Unified Two-Stage Framework: Self-Attribution and Decision-Making,True,False,True,Findings
madaan-etal-2023-makes,What Makes Chain-of-Thought Prompting Effective? A Counterfactual Study,True,False,True,Findings
wang-etal-2023-interpreting,Interpreting Indirect Answers to Yes-No Questions in Multiple Languages,False,False,False,Findings
li-etal-2023-grenade,{GRENADE}: Graph-Centric Language Model for Self-Supervised Representation Learning on Text-Attributed Graphs,False,False,False,Findings
reich-etal-2023-measuring,Measuring Faithful and Plausible Visual Grounding in {VQA},True,False,True,Findings
zhang-etal-2023-extractive-summarization,Extractive Summarization via {C}hat{GPT} for Faithful Summary Generation,False,False,False,Findings
pan-etal-2023-logic,Logic-{LM}: Empowering Large Language Models with Symbolic Solvers for Faithful Logical Reasoning,False,False,False,Findings
xie-etal-2023-proto,Proto-lm: A Prototypical Network-Based Framework for Built-in Interpretability in Large Language Models,False,False,True,Findings
jumelet-zuidema-2023-transparency,Transparency at the Source: Evaluating and Interpreting Language Models With Access to the True Distribution,True,False,True,Findings
he-garner-2023-interpreter,The Interpreter Understands Your Meaning: End-to-end Spoken Language Understanding Aided by Speech Translation,False,False,False,Findings
yue-etal-2023-automatic,Automatic Evaluation of Attribution by Large Language Models,True,False,True,Findings
sengupta-etal-2023-modeling,Modeling Highlighting of Metaphors in Multitask Contrastive Learning Paradigms,False,False,False,Findings
chen-etal-2023-zara,{ZARA}: Improving Few-Shot Self-Rationalization for Small Language Models,True,False,True,Findings
yang-etal-2023-hare,{HARE}: Explainable Hate Speech Detection with Step-by-Step Reasoning,True,False,True,Findings
dong-etal-2023-co2pt,{C}o$^2${PT}: Mitigating Bias in Pre-trained Language Models through Counterfactual Contrastive Prompt Tuning,False,False,False,Findings
lu-etal-2023-miracle,Miracle: Towards Personalized Dialogue Generation with Latent-Space Multiple Personal Attribute Control,False,False,False,Findings
li-etal-2023-distilling,Distilling {C}hat{GPT} for Explainable Automated Student Answer Assessment,True,False,True,Findings
wang-shu-2023-explainable,Explainable Claim Verification via Knowledge-Grounded Reasoning with Large Language Models,False,False,True,Findings
li-du-2023-leveraging,Leveraging Structured Information for Explainable Multi-hop Question Answering and Reasoning,True,False,True,Findings
liu-etal-2023-knowledge,Knowledge-Selective Pretraining for Attribute Value Extraction,False,False,False,Findings
kuang-etal-2023-unleashing,Unleashing the Power of Language Models in Text-Attributed Graph,False,False,False,Findings
mcinerney-etal-2023-chill,{CH}i{LL}: Zero-shot Custom Interpretable Feature Extraction from Clinical Notes with Large Language Models,True,False,True,Findings
he-etal-2023-lego,{LEGO}: A Multi-agent Collaborative Framework with Role-playing and Iterative Feedback for Causality Explanation Generation,True,False,True,Findings
li-etal-2023-mixture,Mixture-of-Linguistic-Experts Adapters for Improving and Interpreting Pre-trained Language Models,False,False,True,Findings
chakrabarty-etal-2023-learning,Learning to Follow Object-Centric Image Editing Instructions Faithfully,False,False,False,Findings
zhang-etal-2023-factspotter,{F}act{S}potter: Evaluating the Factual Faithfulness of Graph-to-Text Generation,False,False,False,Findings
zhou-etal-2023-realbehavior,{R}eal{B}ehavior: A Framework for Faithfully Characterizing Foundation Models' Human-like Behavior Mechanisms,True,False,True,Findings
zou-etal-2023-pretraining,Pretraining Language Models with Text-Attributed Heterogeneous Graphs,False,False,False,Findings
zhang-etal-2023-instructsafety,{I}nstruct{S}afety: A Unified Framework for Building Multidimensional and Explainable Safety Detector through Instruction Tuning,False,False,True,Findings
dong-etal-2023-steerlm,{S}teer{LM}: Attribute Conditioned {SFT} as an (User-Steerable) Alternative to {RLHF},False,False,False,Findings
gu-etal-2023-iaeval,{IAE}val: A Comprehensive Evaluation of Instance Attribution on Natural Language Understanding,True,False,True,Findings
rao-etal-2023-makes,What Makes it Ok to Set a Fire? Iterative Self-distillation of Contexts and Rationales for Disambiguating Defeasible Social and Moral Situations,True,False,True,Findings
jin-etal-2023-adversarial,Adversarial Robustness for Large Language {NER} models using Disentanglement and Word Attributions,False,False,True,Findings
xu-etal-2023-structural,Are Structural Concepts Universal in Transformer Language Models? Towards Interpretable Cross-Lingual Generalization,False,False,False,Findings
katz-belinkov-2023-visit,{VISIT}: Visualizing and Interpreting the Semantic Information Flow of Transformers,False,False,True,Findings
mathur-etal-2023-interpreting,Interpreting Answers to Yes-No Questions in User-Generated Content,False,False,False,Findings
zhou-etal-2023-context,Context-faithful Prompting for Large Language Models,True,False,True,Findings
patel-etal-2023-learning,Learning Interpretable Style Embeddings via Prompting {LLM}s,False,False,True,Findings
huang-etal-2023-swing,{SWING}: Balancing Coverage and Faithfulness for Dialogue Summarization,False,False,False,Findings
yang-etal-2023-task,Task-specific Compression for Multi-task Language Models using Attribution-based Pruning,False,False,True,Findings
joshi-etal-2023-unsupervised,Unsupervised Keyphrase Extraction via Interpretable Neural Networks,True,False,True,Findings
cao-etal-2023-multi,Multi-View Source Ablation for Faithful Summarization,True,False,True,Findings
zhou-shah-2023-solvability,The Solvability of Interpretability Evaluation Metrics,True,False,True,Findings
ding-etal-2023-shot,Few-shot Classification with Hypersphere Modeling of Prototypes,False,False,False,Findings
chiesurin-etal-2023-dangers,The Dangers of trusting Stochastic Parrots: Faithfulness and Trust in Open-domain Conversational Question Answering,True,False,True,Findings
varshney-etal-2023-unified,A Unified Evaluation Framework for Novelty Detection and Accommodation in {NLP} with an Instantiation in Authorship Attribution,False,False,False,Findings
liu-etal-2023-attribute,Attribute Controlled Dialogue Prompting,False,False,False,Findings
wang-etal-2023-rfid,{RF}i{D}: Towards Rational Fusion-in-Decoder for Open-Domain Question Answering,False,False,True,Findings
zhu-etal-2023-knowledge,What Knowledge Is Needed? Towards Explainable Memory for k{NN}-{MT} Domain Adaptation,True,False,True,Findings
huang-etal-2023-pram,{PRAM}: An End-to-end Prototype-based Representation Alignment Model for Zero-resource Cross-lingual Named Entity Recognition,False,False,False,Findings
hong-etal-2023-robust,A Robust Information-Masking Approach for Domain Counterfactual Generation,False,False,False,Findings
lin-morency-2023-sentecon,{S}ente{C}on: Leveraging Lexicons to Learn Human-Interpretable Language Representations,True,False,True,Findings
goldfarb-tarrant-etal-2023-bias,Bias Beyond {E}nglish: Counterfactual Tests for Bias in Sentiment Analysis in Four Languages,False,False,False,Findings
lu-etal-2023-asymmetric,Asymmetric feature interaction for interpreting model predictions,True,False,True,Findings
chen-etal-2023-honestbait,{H}onest{B}ait: Forward References for Attractive but Faithful Headline Generation,False,False,False,Findings
veerubhotla-etal-2023-shot,Few Shot Rationale Generation using Self-Training with Dual Teachers,True,False,True,Findings
luo-etal-2023-prototype,Prototype-Based Interpretability for Legal Citation Prediction,False,False,True,Findings
wicke-2023-lms,{LM}s stand their Ground: Investigating the Effect of Embodiment in Figurative Language Interpretation by Language Models,False,False,False,Findings
jourdan-etal-2023-cockatiel,{COCKATIEL}: {CO}ntinuous Concept ran{K}ed {AT}tribution with Interpretable {EL}ements for explaining neural net classifiers on {NLP},True,False,True,Findings
fang-etal-2023-whole,The Whole Truth and Nothing But the Truth: Faithful and Controllable Dialogue Response Generation with Dataflow Transduction and Constrained Decoding,False,False,False,Findings
iskander-etal-2023-shielded,Shielded Representations: Protecting Sensitive Attributes Through Iterative Gradient-Based Projection,False,False,False,Findings
guo-etal-2023-comave,{C}o{M}ave: Contrastive Pre-training with Multi-scale Masking for Attribute Value Extraction,False,False,False,Findings
hauzenberger-etal-2023-modular,Modular and On-demand Bias Mitigation with Attribute-Removal Subnetworks,False,False,False,Findings
li-etal-2023-factual,{FACTUAL}: A Benchmark for Faithful and Consistent Textual Scene Graph Parsing,False,False,False,Findings
chan-etal-2023-interpretable,Interpretable Automatic Fine-grained Inconsistency Detection in Text Summarization,True,False,True,Findings
shinzato-etal-2023-unified,A Unified Generative Approach to Product Attribute-Value Identification,False,False,False,Findings
jiang-etal-2023-interpreting,Interpreting Sentiment Composition with Latent Semantic Tree,False,False,True,Findings
enguehard-2023-sequential,Sequential Integrated Gradients: a simple but effective method for explaining language models,True,False,True,Findings
ju-etal-2023-continuous,Is Continuous Prompt a Combination of Discrete Prompts? Towards a Novel View for Interpreting Continuous Prompts,True,False,True,Findings
vincent-etal-2023-mtcue,{MTC}ue: Learning Zero-Shot Control of Extra-Textual Attributes by Leveraging Unstructured Context in Neural Machine Translation,False,False,False,Findings
wen-etal-2023-grace,{GRACE}: Gradient-guided Controllable Retrieval for Augmenting Attribute-based Text Generation,False,False,False,Findings
bernard-mickus-2023-many,So many design choices: Improving and interpreting neural agent communication in signaling games,False,False,False,Findings
wang-xie-2023-constructing,Constructing Word-Context-Coupled Space Aligned with Associative Knowledge Relations for Interpretable Language Modeling,True,False,True,Findings
li-etal-2023-defending,Defending against Insertion-based Textual Backdoor Attacks via Attribution,True,False,True,Findings
zanwar-etal-2023-fuse,What to Fuse and How to Fuse: Exploring Emotion and Personality Fusion Strategies for Explainable Mental Disorder Detection,False,False,False,Findings
jukic-etal-2023-easy,"Easy to Decide, Hard to Agree: Reducing Disagreements Between Saliency Methods",True,False,True,Findings
rajaraman-etal-2023-investigating,Investigating Transformer-Guided Chaining for Interpretable Natural Logic Reasoning,False,False,True,Findings
lam-etal-2023-large,Large Language Models Are Partially Primed in Pronoun Interpretation,False,False,False,Findings
filandrianos-etal-2023-counterfactuals,Counterfactuals of Counterfactuals: a back-translation-inspired approach to analyse counterfactual editors,True,False,True,Findings
liu-etal-2023-interpretable,Interpretable Multimodal Misinformation Detection with Logic Reasoning,False,False,True,Findings
yang-etal-2023-mixpave,{M}ix{PAVE}: Mix-Prompt Tuning for Few-shot Product Attribute Value Extraction,False,False,False,Findings
fajcik-etal-2023-claim,Claim-Dissector: An Interpretable Fact-Checking System with Joint Re-ranking and Veracity Prediction,True,False,True,Findings
mei-etal-2023-foveate,"Foveate, Attribute, and Rationalize: Towards Physically Safe and Trustworthy {AI}",False,False,True,Findings
madhavan-etal-2023-cfl,{CFL}: Causally Fair Language Models Through Token-level Attribute Controlled Generation,False,False,False,Findings
jacovi-etal-2023-neighboring,Neighboring Words Affect Human Interpretation of Saliency Explanations,True,False,True,Findings
garg-etal-2023-annotated,An Annotated Dataset for Explainable Interpersonal Risk Factors of Mental Disturbance in Social Media Posts,False,False,True,Findings
ju-etal-2023-hierarchical,A Hierarchical Explanation Generation Method Based on Feature Interaction Detection,True,False,True,Findings
wagner-foster-2023-investigating,Investigating the Saliency of Sentiment Expressions in Aspect-Based Sentiment Analysis,True,False,True,Findings
govindarajan-etal-2023-counterfactual,Counterfactual Probing for the Influence of Affect and Specificity on Intergroup Bias,True,False,True,Findings
zhang-etal-2023-pay,Pay Attention to Implicit Attribute Values: A Multi-modal Generative Framework for {AVE} Task,False,False,False,Findings
chen-etal-2023-distinguish,Distinguish Before Answer: Generating Contrastive Explanation as Knowledge for Commonsense Question Answering,True,False,True,Findings
brinner-zarriess-2023-model,Model Interpretability and Rationale Extraction by Input Mask Optimization,True,False,True,Findings
kawabata-sugawara-2023-evaluating,Evaluating the Rationale Understanding of Critical Reasoning in Logical Reading Comprehension,True,False,True,EMNLP
muller-etal-2023-evaluating,Evaluating and Modeling Attribution for Cross-Lingual Question Answering,True,False,True,EMNLP
chen-etal-2023-using,Using Interpretation Methods for Model Enhancement,True,False,True,EMNLP
chen-etal-2023-fidelity,Fidelity-Enriched Contrastive Search: Reconciling the Faithfulness-Diversity Trade-Off in Text Generation,False,False,False,EMNLP
wen-yi-mimno-2023-hyperpolyglot,Hyperpolyglot {LLM}s: Cross-Lingual Interpretability in Token Embeddings,False,False,True,EMNLP
liu-etal-2023-vera,Vera: A General-Purpose Plausibility Estimation Model for Commonsense Statements,False,False,False,EMNLP
hwang-shwartz-2023-memecap,{M}eme{C}ap: A Dataset for Captioning and Interpreting Memes,False,False,False,EMNLP
simhi-markovitch-2023-interpreting,Interpreting Embedding Spaces by Conceptualization,True,False,True,EMNLP
patel-etal-2023-magnifico,{MAGNIFIC}o: Evaluating the In-Context Learning Ability of Large Language Models to Generalize to Novel Interpretations,False,False,False,EMNLP
wu-etal-2023-mproto,{MP}roto: Multi-Prototype Network with Denoised Optimal Transport for Distantly Supervised Named Entity Recognition,False,False,False,EMNLP
bouyamourn-2023-llms,"Why {LLM}s Hallucinate, and How to Get (Evidential) Closure: Perceptual, Intensional, and Extensional Learning for Faithful Natural Language Generation",True,False,True,EMNLP
mousi-etal-2023-llms,Can {LLM}s Facilitate Interpretation of Pre-trained Language Models?,True,False,True,EMNLP
ch-wang-etal-2023-sociocultural,Sociocultural Norm Similarities and Differences via Situational Alignment and Explainable Textual Entailment,True,False,True,EMNLP
urrutia-etal-2023-deep,Deep Natural Language Feature Learning for Interpretable Prediction,False,False,True,EMNLP
attanasio-etal-2023-tale,A Tale of Pronouns: Interpretability Informs Gender Bias Mitigation for Fairer Instruction-Tuned Machine Translation,True,True,True,EMNLP
beinborn-pinter-2023-analyzing,Analyzing Cognitive Plausibility of Subword Tokenization,False,False,False,EMNLP
zhao-etal-2023-prototype,Prototype-based {H}yper{A}dapter for Sample-Efficient Multi-task Tuning,False,False,False,EMNLP
koo-etal-2023-kebap,{KEBAP}: {K}orean Error Explainable Benchmark Dataset for {ASR} and Post-processing,False,False,False,EMNLP
jang-etal-2023-post,Post-hoc Utterance Refining Method by Entity Mining for Faithful Knowledge Grounded Conversations,True,False,True,EMNLP
hou-etal-2023-towards,Towards a Mechanistic Interpretation of Multi-Step Reasoning Capabilities of Language Models,True,False,True,EMNLP
meng-etal-2023-rapl,{RAPL}: A Relation-Aware Prototype Learning Approach for Few-Shot Document-Level Relation Extraction,False,False,False,EMNLP
miao-etal-2023-generating,Generating Commonsense Counterfactuals for Stable Relation Extraction,False,False,False,EMNLP
kaffee-etal-2023-article,Why Should This Article Be Deleted? Transparent Stance Detection in Multilingual {W}ikipedia Editor Discussions,False,False,True,EMNLP
xu-etal-2023-instructscore,{INSTRUCTSCORE}: Towards Explainable Text Generation Evaluation with Automatic Feedback,False,False,True,EMNLP
yang-etal-2023-towards,Towards Interpretable Mental Health Analysis with Large Language Models,True,False,True,EMNLP
kamp-etal-2023-dynamic,Dynamic Top-k Estimation Consolidates Disagreement between Feature Attribution Methods,True,False,True,EMNLP
wu-etal-2023-enhancing,Enhancing Structured Evidence Extraction for Fact Verification,False,False,False,EMNLP
eberle-etal-2023-rather,Rather a Nurse than a Physician - Contrastive Explanations under Investigation,True,False,True,EMNLP
stolfo-etal-2023-mechanistic,A Mechanistic Interpretation of Arithmetic Reasoning in Language Models using Causal Mediation Analysis,True,False,True,EMNLP
hu-etal-2023-faithful,Faithful Model Evaluation for Model-Based Metrics,False,False,False,EMNLP
tian-etal-2023-modeling,Modeling Conceptual Attribute Likeness and Domain Inconsistency for Metaphor Detection,False,False,False,EMNLP
fu-etal-2023-scene,{SCENE}: Self-Labeled Counterfactuals for Extrapolating to Negative Examples,False,False,False,EMNLP
zhong-etal-2023-air,Air-Decoding: Attribute Distribution Reconstruction for Decoding-Time Controllable Text Generation,False,False,False,EMNLP
yu-etal-2023-ifqa,{I}f{QA}: A Dataset for Open-domain Question Answering under Counterfactual Presuppositions,False,False,False,EMNLP
saxena-etal-2023-idtraffickers,{IDT}raffickers: An Authorship Attribution Dataset to link and connect Potential Human-Trafficking Operations on Text Escort Advertisements,False,False,False,EMNLP
majumder-etal-2023-interfair,{I}nter{F}air: Debiasing with Natural Language Feedback for Fair Interpretable Predictions,True,False,True,EMNLP
xu-etal-2023-dissonance,From Dissonance to Insights: Dissecting Disagreements in Rationale Construction for Case Outcome Classification,True,False,True,EMNLP
askari-etal-2023-expand,"Expand, Highlight, Generate: {RL}-driven Document Generation for Passage Reranking",False,False,False,EMNLP
nandwani-etal-2023-pointwise,Pointwise Mutual Information Based Metric and Decoding Strategy for Faithful Generation in Document Grounded Dialogs,True,False,True,EMNLP
lahoti-etal-2023-improving,Improving Diversity of Demographic Representation in Large Language Models via Collective-Critiques and Self-Voting,False,False,False,EMNLP
sen-etal-2023-people,People Make Better Edits: Measuring the Efficacy of {LLM}-Generated Counterfactually Augmented Data for Harmful Language Detection,False,False,False,EMNLP
wang-etal-2023-goal,Goal-Driven Explainable Clustering via Language Descriptions,True,False,True,EMNLP
zhang-etal-2023-famesumm,{F}a{M}e{S}umm: Investigating and Improving Faithfulness of Medical Summarization,True,False,True,EMNLP
jia-etal-2023-zero,Zero-shot Faithfulness Evaluation for Text Summarization with Foundation Language Model,True,False,True,EMNLP
briakou-etal-2023-explaining,Explaining with Contrastive Phrasal Highlighting: A Case Study in Assisting Humans to Detect Translation Differences,True,False,True,EMNLP
yue-etal-2023-interventional,Interventional Rationalization,True,False,True,EMNLP
chang-etal-2023-beyond,Beyond Detection: A Defend-and-Summarize Strategy for Robust and Interpretable Rumor Analysis on Social Media,False,False,True,EMNLP
xu-etal-2023-vechr,{VECHR}: A Dataset for Explainable and Robust Classification of Vulnerability Type in the {E}uropean Court of Human Rights,True,False,True,EMNLP
wu-etal-2023-acquired,{ACQUIRED}: A Dataset for Answering Counterfactual Questions In Real-Life Videos,False,False,False,EMNLP
maekawa-imai-2023-identifying,Identifying Statements Crucial for Awareness of Interpretive Nonsense to Prevent Communication Breakdowns,False,False,False,EMNLP
choudhury-etal-2023-explaining,Explaining Interactions Between Text Spans,True,False,True,EMNLP
burger-etal-2023-explanations,``Are Your Explanations Reliable?'' Investigating the Stability of {LIME} in Explaining Text Classifiers by Marrying {XAI} and Adversarial Attack,True,False,True,EMNLP
zhang-etal-2023-semantic,Semantic Space Grounded Weighted Decoding for Multi-Attribute Controllable Dialogue Generation,False,False,False,EMNLP
wang-etal-2023-coffee,{COFFEE}: Counterfactual Fairness for Personalized Text Generation in Explainable Recommendation,True,False,True,EMNLP
zhu-etal-2023-explain,"{EXPLAIN}, {EDIT}, {GENERATE}: Rationale-Sensitive Counterfactual Data Augmentation for Multi-hop Fact Verification",False,False,True,EMNLP
menon-etal-2023-mantle,{M}a{N}t{LE}: Model-agnostic Natural Language Explainer,True,False,True,EMNLP
fanconi-etal-2023-reads,This Reads Like That: Deep Learning for Interpretable Natural Language Processing,True,False,True,EMNLP
huang-etal-2023-bridging,Bridging Continuous and Discrete Spaces: Interpretable Sentence Representation Learning via Compositional Operations,False,False,True,EMNLP
chakraborty-etal-2023-factify3m,{FACTIFY}3{M}: A benchmark for multimodal fact verification with explainability through 5{W} Question-Answering,False,False,True,EMNLP
xiong-etal-2023-rationale,Rationale-Enhanced Language Models are Better Continual Relation Learners,False,False,True,EMNLP
tu-etal-2023-training,A Training-Free Debiasing Framework with Counterfactual Reasoning for Conversational Emotion Detection,True,False,True,EMNLP
moeller-etal-2023-attribution,An Attribution Method for {S}iamese Encoders,True,False,True,EMNLP
zhao-etal-2023-hop,"Hop, Union, Generate: Explainable Multi-hop Reasoning without Rationale Supervision",True,False,True,EMNLP
liu-etal-2023-towards-interpretable,Towards Interpretable and Efficient Automatic Reference-Based Summarization Evaluation,False,False,True,EMNLP
li-etal-2023-interpreting,Interpreting and Exploiting Functional Specialization in Multi-Head Attention under Multi-task Learning,False,False,True,EMNLP
maity-etal-2023-genex,{G}en{E}x: A Commonsense-aware Unified Generative Framework for Explainable Cyberbullying Detection,False,False,True,EMNLP
widiaputri-etal-2023-speech,Speech Recognition and Meaning Interpretation: Towards Disambiguation of Structurally Ambiguous Spoken Utterances in {I}ndonesian,False,False,False,EMNLP
wang-etal-2023-extracting,Extracting or Guessing? Improving Faithfulness of Event Temporal Relation Extraction,True,False,True,EACL
zhao-etal-2023-loft,{L}o{FT}: Enhancing Faithfulness and Diversity for Table-to-Text Generation via Logic Form Control,True,False,True,EACL
deutsch-roth-2023-incorporating,Incorporating Question Answering-Based Signals into Abstractive Summarization via Salient Span Selection,False,False,False,EACL
hu-etal-2023-unifee,{U}nif{EE}: Unified Evidence Extraction for Fact Verification,False,False,False,EACL
shao-etal-2023-gold,Gold Doesn{'}t Always Glitter: Spectral Removal of Linear and Nonlinear Guarded Attribute Information,False,False,False,EACL
krishna-etal-2023-longeval,{L}ong{E}val: Guidelines for Human Evaluation of Faithfulness in Long-form Summarization,True,False,True,EACL
modarressi-etal-2023-guide,Guide the Learner: Controlling Product of Experts Debiasing Method Based on Token Attribution Similarities,True,False,True,EACL
dai-etal-2023-plausible,Plausible May Not Be Faithful: Probing Object Hallucination in Vision-Language Pre-training,True,False,True,EACL
held-yang-2023-shapley,Shapley Head Pruning: Identifying and Removing Interference in Multilingual Transformers,True,False,True,EACL
hayati-etal-2023-stylex,{S}ty{LE}x: Explaining Style Using Human Lexical Annotations,True,False,True,EACL
wan-etal-2023-faithfulness,Faithfulness-Aware Decoding Strategies for Abstractive Summarization,True,True,True,EACL
cole-etal-2023-salient,Salient Span Masking for Temporal Understanding,False,False,False,EACL
xie-etal-2023-counter,Counter-{GAP}: Counterfactual Bias Evaluation through Gendered Ambiguous Pronouns,False,False,False,EACL
rashkin-etal-2023-measuring,Measuring Attribution in Natural Language Generation Models,True,False,True,Computational Linguistics (CL)
reig-alamillo-etal-2023-analysis,The Analysis of Synonymy and Antonymy in Discourse Relations: An Interpretable Modeling Approach,False,False,True,Computational Linguistics (CL)
apidianaki-2023-word,From Word Types to Tokens and Back: A Survey of Approaches to Word Meaning Representation and Interpretation,False,False,True,Computational Linguistics (CL)
atanasova-etal-2023-faithfulness,Faithfulness Tests for Natural Language Explanations,True,False,True,ACL
an-rudinger-2023-nichelle,Nichelle and Nancy: The Influence of Demographic Attributes and Tokenization Length on First Name Biases,False,False,False,ACL
valentini-etal-2023-interpretability,On the Interpretability and Significance of Bias Metrics in Texts: a {PMI}-based Approach,False,False,True,ACL
vishnubhotla-etal-2023-improving,Improving Automatic Quotation Attribution in Literary Novels,False,False,False,ACL
li-etal-2023-counterfactual,Counterfactual reasoning: Testing language models' understanding of hypothetical scenarios,False,False,False,ACL
steen-etal-2023-little,"With a Little Push, {NLI} Models can Robustly and Efficiently Predict Faithfulness",True,True,True,ACL
mu-li-2023-enhancing,Enhancing Event Causality Identification with Counterfactual Reasoning,False,False,False,ACL
nguyen-duc-etal-2023-class,Class based Influence Functions for Error Detection,False,False,True,ACL
sarti-etal-2023-ramp,{RAMP}: Retrieval and Attribute-Marking Enhanced Prompting for Attribute-Controlled Translation,False,False,False,ACL
agnew-etal-2023-mechanical,The Mechanical Bard: An Interpretable Machine Learning Approach to {S}hakespearean Sonnet Generation,False,False,False,ACL
zhang-etal-2023-safeconv,{S}afe{C}onv: Explaining and Correcting Conversational Unsafe Behavior,True,False,True,ACL
cheng-etal-2023-explainable,Explainable Recommendation with Personalized Review Retrieval and Aspect Learning,True,False,True,ACL
chronis-etal-2023-method,A Method for Studying Semantic Construal in Grammatical Constructions with Interpretable Contextual Embedding Spaces,False,False,True,ACL
clarke-etal-2023-rule,Rule By Example: Harnessing Logical Rules for Explainable Hate Speech Detection,False,False,True,ACL
yang-etal-2023-tailor,Tailor: A Soft-Prompt-Based Approach to Attribute-Based Controlled Text Generation,False,False,False,ACL
chen-etal-2023-causal,Causal Intervention and Counterfactual Reasoning for Multi-modal Fake News Detection,False,False,False,ACL
lin-etal-2023-techs,{TECHS}: Temporal Logical Graph Networks for Explainable Extrapolation Reasoning,False,False,True,ACL
chen-etal-2023-rev,{REV}: Information-Theoretic Evaluation of Free-Text Rationales,True,False,True,ACL
li-etal-2023-attgen,{A}t{TG}en: Attribute Tree Generation for Real-World Attribute Joint Extraction,False,False,False,ACL
zhang-etal-2023-extractive,Extractive is not Faithful: An Investigation of Broad Unfaithfulness Problems in Extractive Summarization,True,False,True,ACL
modarressi-etal-2023-decompx,{D}ecomp{X}: Explaining Transformers Decisions by Propagating Token Decomposition,True,False,True,ACL
wang-etal-2023-faithful,Faithful Low-Resource Data-to-Text Generation through Cycle Training,False,False,False,ACL
giulianelli-etal-2023-interpretable,Interpretable Word Sense Representations via Definition Generation: The Case of Semantic Change Analysis,False,False,True,ACL
hong-etal-2023-faithful,Faithful Question Answering with {M}onte-{C}arlo Planning,False,False,True,ACL
zhou-etal-2023-improving,Improving Self-training for Cross-lingual Named Entity Recognition with Contrastive and Prototype Learning,False,False,False,ACL
parcalabescu-frank-2023-mm,{MM}-{SHAP}: A Performance-agnostic Metric for Measuring Multimodal Contributions in Vision and Language Models {\&} Tasks,True,False,True,ACL
guo-etal-2023-counterfactual,Counterfactual Multihop {QA}: A Cause-Effect Approach for Reducing Disconnected Reasoning,False,False,False,ACL
deng-etal-2023-towards,Towards Faithful Dialogues via Focus Learning,False,False,True,ACL
